time,refID_coin,price,marketCap,CirculatingSupply,Volume24h,Movement1h,Movement24h
2018-01-17 11:25:00,1449,119.86,7791225000,65000000,1366290000,-3.92,-21.24
2018-01-17 11:30:00,1449,119.69,7779525000,65000000,1363430000,-3.72,-21.0
2018-01-17 11:35:00,1449,120.18,7811700000,65000000,1363090000,-3.26,-20.32
2018-01-17 11:45:00,1449,119.89,7793045000,65000000,1351660000,-3.66,-20.03
2018-01-17 11:50:00,1449,119.12,7742735000,65000000,1341660000,-4.43,-20.39
2018-01-17 11:55:00,1449,117.25,7620990000,65000000,1311320000,-5.94,-21.67
2018-01-17 12:00:00,1449,115.08,7480200000,65000000,1276220000,-7.68,-22.93
2018-01-17 12:05:00,1449,114.67,7453420000,65000000,1272800000,-6.98,-23.11
2018-01-17 12:10:00,1449,115.78,7525375000,65000000,1261940000,-4.94,-22.41
2018-01-17 12:15:00,1449,114.76,7459465000,65000000,1241740000,-5.28,-23.21
2018-01-17 12:20:00,1449,112.8,7332260000,65000000,1215200000,-6.47,-24.64
2018-01-17 12:25:00,1449,112.63,7320690000,65000000,1200210000,-6.62,-24.68
2018-01-17 13:00:00,1449,108.84,7074470000,65000000,1117110000,-6.26,-28.15
2018-01-17 13:05:00,1449,106.74,6938295000,65000000,1099970000,-6.94,-29.59
2018-01-17 13:10:00,1449,109.47,7115745000,65000000,1129740000,-3.96,-27.92
2018-01-17 13:15:00,1449,115.19,7487350000,65000000,1177300000,1.53,-24.24
2018-01-17 13:20:00,1449,118.2,7683260000,65000000,1196420000,4.74,-22.38
2018-01-17 13:25:00,1449,117.56,7641400000,65000000,1190040000,4.77,-23.28
2018-01-17 13:30:00,1449,114.74,7457840000,65000000,1159470000,2.73,-25.38
2018-01-17 13:35:00,1449,114.94,7471295000,65000000,1169100000,3.11,-25.26
2018-01-17 13:40:00,1449,116.32,7560735000,65000000,1172960000,4.35,-24.6
2018-01-17 13:45:00,1449,113.71,7391280000,65000000,1150290000,2.77,-26.61
